Variable,Group_By,Group_Levels,N,Mean,SD,SE,Min,Max,CI_Lower,CI_Upper
FTL,Formulation x Plasticizer,A_Sorbitol,3,14.966666666666654,0.15275252316521032,0.08819171036882872,14.799999999999969,15.1,14.79381091434375,15.139522418989559
FTL,Formulation x Plasticizer,B_Gliserol,3,8.166666666666666,0.15275252316519583,0.08819171036882037,7.9999999999999964,8.299999999999997,7.993810914343778,8.339522418989555
FTL,Formulation x Plasticizer,B_Sorbitol,3,6.183333333333333,0.20816659994661357,0.1201850425154665,5.949999999999999,6.35,5.947770650003019,6.418896016663647
FTL,Formulation x Plasticizer,C_Gliserol,3,4.888888888888886,0.08388704928078813,0.04843221048378644,4.799999999999996,4.966666666666667,4.793961756340664,4.983816021437107
FTL,Formulation x Plasticizer,C_Sorbitol,3,2.7555555555555578,0.08388704928078763,0.048432210483786146,2.6666666666666687,2.8333333333333393,2.6606284230073367,2.850482688103779
FTL,Formulation x Plasticizer,D_Gliserol,3,2.241666666666666,0.07216878364870329,0.041666666666666706,2.1999999999999966,2.3249999999999993,2.1599999999999993,2.3233333333333324
FTL,Formulation x Plasticizer,D_Sorbitol,3,2.975,0.024999999999997247,0.014433756729739055,2.950000000000003,2.9999999999999973,2.9467098368097115,3.0032901631902886
FTL,Formulation x Plasticizer,E_Gliserol,3,4.566666666666667,0.10408329997330781,0.06009252125773384,4.449999999999998,4.649999999999999,4.448885325001509,4.684448008331826
FTL,Formulation x Plasticizer,E_Sorbitol,3,9.049999999999999,0.22912878474778361,0.13228756555322468,8.800000000000008,9.249999999999991,8.790716371515678,9.30928362848432
FTL,Formulation x Plasticizer,F_Gliserol,3,9.911111111111106,0.13471506281091294,0.07777777777777793,9.766666666666664,10.033333333333331,9.758666666666661,10.063555555555551
FTL,Formulation x Plasticizer,F_Sorbitol,3,8.899999999999999,0.05773502691895827,0.03333333333333085,8.833333333333337,8.933333333333334,8.83466666666667,8.965333333333326
FTL,Formulation x Plasticizer,G_Gliserol,3,5.466666666666666,0.028867513459476444,0.01666666666666387,5.449999999999999,5.499999999999994,5.434000000000005,5.499333333333327
FTL,Formulation x Plasticizer,G_Sorbitol,3,3.7500000000000013,0.09013878188659837,0.05204164998665253,3.650000000000003,3.8250000000000006,3.6479983660261626,3.85200163397384
FTL,Formulation x Plasticizer,H_Gliserol,3,2.3333333333333326,0.05033222956847284,0.029059326290271834,2.2799999999999976,2.38,2.2763770538043997,2.3902896128622655
FTL,Formulation x Plasticizer,H_Sorbitol,3,2.8600000000000017,0.03999999999999776,0.023094010767583738,2.8200000000000047,2.9000000000000004,2.8147357388955374,2.905264261104466
